Alpha    ,IC_Mean_5D              ,IC_Std_5D            ,IC_IR_5D               ,IC_Winrate_5D       ,IC_Mean_10D             ,IC_Std_10D          ,IC_IR_10D              ,IC_Winrate_10D      ,IC_Mean_20D             ,IC_Std_20D          ,IC_IR_20D               ,IC_Winrate_20D      ,IC_Mean_60D             ,IC_Std_60D           ,IC_IR_60D               ,IC_Winrate_60D
alpha015 ,0.014346788280117435    ,0.10808191472434392  ,0.13273995299498542    ,0.5733445096395641  ,0.015320689281193536    ,0.10361578298064762 ,0.14786057529531954    ,0.5825649622799665  ,0.01756820716259308     ,0.10324981488298776 ,0.17015243254918178     ,0.5892707460184409  ,0.01992870020653114     ,0.09178753073091675  ,0.21711772882259883     ,0.5955574182732607
alpha016 ,0.03007440325556882     ,0.09559115184986111  ,0.314614926942242      ,0.6139320184641208  ,0.03138520005491387     ,0.100353952611672   ,0.31274503134282633    ,0.6248426353336131  ,0.03587305510897308     ,0.10156982311133811 ,0.3531861532302759      ,0.6554762903902643  ,0.037539465467566466    ,0.0943541860650484   ,0.3978569158732026      ,0.6659672681493916
alpha017 ,0.023218536770057672    ,0.17961521759264878  ,0.1292682050065225     ,0.5640916808149405  ,0.009913803026831942    ,0.17218799127814075 ,0.057575461292291054   ,0.5263157894736842  ,0.011083404002492444    ,0.16052090633050417 ,0.06904648282805165     ,0.530560271646859   ,0.006377261442701164    ,0.15908233861335647  ,0.04008780294713201     ,0.530560271646859
alpha018 ,-0.02307695513298808    ,0.16277226645938064  ,-0.14177449042737797   ,0.46011754827875734 ,-0.013205139154453635   ,0.16067260323751195 ,-0.08218662602318909   ,0.4790092359361881  ,-0.013260056995599725   ,0.1610154231561724  ,-0.08235271339652044    ,0.48446683459277917 ,-0.014161250307809571   ,0.14443037070654918  ,-0.09804897846992393    ,0.47103274559193953
alpha019 ,-0.023076806539928222   ,0.16277240375134425  ,-0.1417734579577814    ,0.46011754827875734 ,-0.013205065480698143   ,0.16067256386185483 ,-0.08218618763096211   ,0.4790092359361881  ,-0.013260036247874238   ,0.16101539316582825 ,-0.08235259987980062    ,0.48446683459277917 ,-0.014161158192812929   ,0.14443035938466706  ,-0.09804834837457518    ,0.47103274559193953
alpha020 ,-0.02206411307896318    ,0.16503676183031493  ,-0.1336921109834228    ,0.4556908861822764  ,-0.012433197973567746   ,0.16287999839006842 ,-0.07633348536627846   ,0.48425031499370014 ,-0.0137369723233522     ,0.1630730255326057  ,-0.08423816433457633    ,0.4863502729945401  ,-0.014683334659040101   ,0.14678363978998843  ,-0.1000338639922567     ,0.47039059218815626
alpha021 ,-0.018651410158706493   ,0.1649418017738989   ,-0.11307873418451994   ,0.4590508189836203  ,-0.012043587232475419   ,0.16329005931371104 ,-0.07375578944054037   ,0.48215035699286013 ,-0.01608863348085325    ,0.1611754531118541  ,-0.09982061889838711    ,0.4758504829903402  ,-0.012456783131103774   ,0.1489307380476873   ,-0.08364145168685821    ,0.4741705165896682
alpha022 ,-0.014091124165168464   ,0.15255362026237504  ,-0.09236833672602013   ,0.4640605296343001  ,-0.004314599203938624   ,0.1493646190160745  ,-0.02888635362484532   ,0.4901218999579655  ,-0.0013655924990987039  ,0.15490973137803943 ,-0.008815408089283506   ,0.503572929802438   ,-0.00621789085678189    ,0.13767315369138983  ,-0.045164149219099066   ,0.4707860445565364
alpha024 ,-0.021562140036078817   ,0.1703097149211777   ,-0.12660546138579443   ,0.45675902602854745 ,-0.016883705711201978   ,0.16735121490908925 ,-0.10088785862937277   ,0.45843828715365237 ,-0.021456285114150004   ,0.16481271461973948 ,-0.13018586074293204    ,0.47774979009235935 ,-0.01621853931982224    ,0.15194853874941855  ,-0.10673705356632988    ,0.47858942065491183
alpha025 ,0.008461835005967358    ,0.125075137296099    ,0.06765401333068355    ,0.5077211043518952  ,0.004241717034806224    ,0.12371799311008322 ,0.03428536891179588    ,0.5021057557323351  ,0.002813552296394995    ,0.1226850837511885  ,0.022933124470950517    ,0.5124005615348619  ,0.0097129665458891      ,0.11632005156136367  ,0.08350208253445542     ,0.5339260645765092
alpha026 ,0.02175282256413779     ,0.15693624232772424  ,0.1386092991745792     ,0.5440222428174235  ,0.016559749443946052    ,0.15388047789596745 ,0.10761436194096985    ,0.5319740500463392  ,0.016414566232538133    ,0.15278823351345086 ,0.10743344467748599     ,0.5278035217794254  ,0.02061218012960985     ,0.14195771934690812  ,0.14519943138307956     ,0.5500463392029658
alpha027 ,-0.020907175807354662   ,0.17394795744647337  ,-0.12019213168276575   ,0.4633838383838384  ,-0.01793850203505051    ,0.17267850344296845 ,-0.10388381690472065   ,0.46254208754208753 ,-0.0263655042483945     ,0.17143273647426074 ,-0.15379503816269696    ,0.44991582491582494 ,-0.022541677360568894   ,0.158742695169309    ,-0.1420013521663267     ,0.476010101010101
alpha028 ,-0.002945264877328476   ,0.15829107260677047  ,-0.01860663920475892   ,0.49558638083228246 ,0.008690260247151776    ,0.15834604887839243 ,0.05488144673458683    ,0.5372005044136192  ,0.007496817185394873    ,0.1559510355741975  ,0.04807160887256872     ,0.5313156788566624  ,-6.029888278053011e-05  ,0.14371885136991636  ,-0.00041956140204131944 ,0.4976881042454813
alpha029 ,-0.017150026354450277   ,0.14600394322266455  ,-0.11746276145634973   ,0.46871062578748424 ,-0.0081583916980308     ,0.14484419885273228 ,-0.05632529133131316   ,0.499790004199916   ,-0.010588750094636784   ,0.1447967844319028  ,-0.07312835113142047    ,0.49685006299874    ,-0.013889128674784777   ,0.13230321900006403  ,-0.10497952188735525    ,0.46745065098698024
alpha031 ,-0.022464652337089816   ,0.1689755115714834   ,-0.1329462010688239    ,0.45664983164983164 ,-0.013185058174008654   ,0.1663264153229658  ,-0.07927218384648313   ,0.48484848484848486 ,-0.016654382246434195   ,0.1655330991263751  ,-0.10061058685139171    ,0.4734848484848485  ,-0.016333837329459533   ,0.15108297260959117  ,-0.10811170211528269    ,0.4696969696969697
alpha032 ,0.0038817150322055503   ,0.06381410462858074  ,0.060828480706552564   ,0.5199328577423415  ,0.004273259471280412    ,0.06477250908885067 ,0.06597335090753757    ,0.5287452790600083  ,0.0033205126173757715   ,0.06657021826003588 ,0.04987985174399189     ,0.526647083508183   ,0.0034523222921956876   ,0.060896729313427135 ,0.05669142384358702     ,0.5190935795216114
alpha033 ,0.014212992289566575    ,0.1137655972693049   ,0.12493225219854212    ,0.527713088029809   ,0.00924978024819114     ,0.11281061256945346 ,0.08199388370926877    ,0.51932929669306    ,0.008432547850468979    ,0.10928664254878478 ,0.07715991317699003     ,0.528178854215184   ,0.010417041007922954    ,0.10572555705043377  ,0.09852907185869697     ,0.5216581276199348
alpha034 ,0.022464639282751164    ,0.16897559449827768  ,0.13294605856812144    ,0.5433501683501684  ,0.013185034870827117    ,0.16632652623594202 ,0.07927199087969602    ,0.5151515151515151  ,0.016654300735550284    ,0.1655331204489493  ,0.10061008147723827     ,0.5265151515151515  ,0.016333817432713442    ,0.1510829562026227   ,0.10811158216157475     ,0.5303030303030303
alpha035 ,0.005060889169840663    ,0.1044019068209249   ,0.04847506452656406    ,0.5202702702702703  ,0.002461820388463555    ,0.10245627954117152 ,0.024028008819842864   ,0.5109797297297297  ,0.00414054094510892     ,0.10151027240992712 ,0.04078937871812862     ,0.5168918918918919  ,0.009540001855411349    ,0.09719819552080654  ,0.09814998935210878     ,0.5396959459459459
alpha036 ,-0.006390578211419595   ,0.06880831655678003  ,-0.09287508445503306   ,0.46302521008403363 ,-0.003942452429105089   ,0.06777367321223757 ,-0.05817085369947485   ,0.4777310924369748  ,-0.0036069060746705003  ,0.06881372951577924 ,-0.0524155005120515     ,0.4789915966386555  ,-0.0042015987333192525  ,0.06376940685727155  ,-0.06588737359159158    ,0.4756302521008403
alpha037 ,0.007180320240518039    ,0.13412115162790017  ,0.053536076549944966   ,0.5135135135135135  ,0.0010673558341330468   ,0.13302373949529522 ,0.008023799647962813   ,0.49915540540540543 ,-0.004554400593617612   ,0.13181998889268123 ,-0.034550151550426025   ,0.4814189189189189  ,0.004003596524067906    ,0.12102017374097629  ,0.03308205896842409     ,0.5202702702702703
alpha038 ,0.015283948134207609    ,0.1094344058729728   ,0.13966309783733483    ,0.5646114864864865  ,0.010017980471466442    ,0.10814735308697349 ,0.09263269220662158    ,0.5308277027027027  ,0.007619459513552891    ,0.10553732131847386 ,0.07219682495598016     ,0.5190033783783784  ,0.00794032654141558     ,0.09794923047290989  ,0.08106573684222726     ,0.5295608108108109
alpha039 ,-0.0010737982283079255  ,0.10480514381783552  ,-0.010245663420626772  ,0.4927470534904805  ,-0.0066113289259206     ,0.1019474645757352  ,-0.06485035163389616   ,0.4646418857660925  ,-0.006954712658739696   ,0.10257054839685863 ,-0.06780418714181988    ,0.4610154125113327  ,-0.00042927385330794257 ,0.09765050776700589  ,-0.00439602274605873    ,0.5018132366273799
alpha040 ,-0.024632485480715987   ,0.13974526440008395  ,-0.17626704980996258   ,0.441151566469094   ,-0.025823847895050142   ,0.13483419878783923 ,-0.19152298250152253   ,0.42887383573243015 ,-0.032860676389376654   ,0.13456072980249112 ,-0.24420703155823925    ,0.4225232853513971  ,-0.026678076132261638   ,0.13799269901716657  ,-0.19332962049639185    ,0.45512277730736667
alpha041 ,0.0022588279262721256   ,0.1219333084495179   ,0.018525109791532574   ,0.5063344594594594  ,-0.0008267473788738999  ,0.11944493695419978 ,-0.006921577422665556  ,0.49113175675675674 ,0.0004491876118664204   ,0.1207478533359261  ,0.003720046356573808    ,0.48521959459459457 ,0.009516925114484492    ,0.11535808962969119  ,0.08249898333991654     ,0.5236486486486487
alpha042 ,0.023701833907663814    ,0.10884066393734423  ,0.21776634807472445    ,0.582347972972973   ,0.024371798000973315    ,0.1130408061000026  ,0.21560177109328624    ,0.5802364864864865  ,0.03085758263476595     ,0.11010370055579266 ,0.2802592690254724      ,0.6110641891891891  ,0.030527808995344085    ,0.1007854796700376   ,0.30289888082379846     ,0.625
alpha043 ,-0.014982639171500403   ,0.12581244965772506  ,-0.11908709521403431   ,0.46137699412258604 ,-0.00964217055515732    ,0.12579336297211824 ,-0.07665086875286481   ,0.4882451721242653  ,-0.014010861733236511   ,0.12502796881008926 ,-0.11206181997980191    ,0.45927791771620485 ,-0.019861328354042886   ,0.11824708224254564  ,-0.16796463792065325    ,0.4387069689336692
alpha044 ,-0.005318745879631392   ,0.10606255624140354  ,-0.050147253357967984  ,0.48419721871049304 ,-0.0021000569822166326  ,0.10405482033366535 ,-0.02018221717631654   ,0.4943109987357775  ,-0.0006058669152381056  ,0.10264667254937797 ,-0.005902450612285114   ,0.5073746312684366  ,-0.006945180775399089   ,0.09831274049255248  ,-0.07064375116188741    ,0.4466919511167299
alpha045 ,-0.011744633087891374   ,0.09934192791966417  ,-0.11822433220129393   ,0.45214669051878353 ,-0.010940398833185982   ,0.09467119870377426 ,-0.1155620609327916    ,0.45796064400715564 ,-0.008994276700522571   ,0.09427322691726231 ,-0.09540647959803353    ,0.45706618962432916 ,-0.008288709013331667   ,0.09038421355681346  ,-0.0917052733785372     ,0.4619856887298748
alpha046 ,0.02544603385079893     ,0.17182315114326951  ,0.14809432652984889    ,0.549492385786802   ,0.017115751536935536    ,0.16835164699952213 ,0.10166667117301276    ,0.5177664974619289  ,0.020750551726554448    ,0.1666526322558158  ,0.12451379522587948     ,0.5296108291032149  ,0.017160953369943607    ,0.15259956182475987  ,0.11245742231980102     ,0.5156514382402707
alpha047 ,-0.0016732031876087164  ,0.17401792845024033  ,-0.00961511955986283   ,0.48656591099916036 ,-0.008588067952008768   ,0.17313819928658156 ,-0.04960238692210053   ,0.464735516372796   ,-0.0005419252939821054  ,0.1691698590980966  ,-0.003203438821024607   ,0.46809403862300586 ,0.0003419613564744743   ,0.1615992113822985   ,0.0021161078296693505   ,0.48530646515533166
alpha048 ,0.011398131270894509    ,0.11835417629099906  ,0.09630527310561281    ,0.5337837837837838  ,0.0030744967657538942   ,0.11557750742783222 ,0.026601168637190427   ,0.5033783783783784  ,0.0011150002901104575   ,0.11588059363860563 ,0.009621975993562697    ,0.5059121621621622  ,0.006087474336740434    ,0.10525837949004796  ,0.05783363154774767     ,0.5257601351351351
alpha049 ,0.010384969945652425    ,0.15518818663732423  ,0.06691855978652657    ,0.5176767676767676  ,0.00500347717731176     ,0.15462353278989416 ,0.03235909235181293    ,0.507996632996633   ,0.012861942879583527    ,0.1544290797560929  ,0.08328705254151504     ,0.5197811447811448  ,0.012096394349747342    ,0.14850950257948317  ,0.08145198886026353     ,0.515993265993266
alpha050 ,-0.010385031972946948   ,0.15518823244586755  ,-0.06691893972417938   ,0.4823232323232323  ,-0.0050035825219829355  ,0.15462352377664076 ,-0.032359775535906105  ,0.492003367003367   ,-0.012861947930703879   ,0.15442914477438396 ,-0.08328705018404896    ,0.4802188552188552  ,-0.012096401030157465   ,0.14850956995392278  ,-0.08145199689091111    ,0.484006734006734
alpha051 ,-0.010385001924601957   ,0.15518815155753782  ,-0.0669187809789177    ,0.4823232323232323  ,-0.005003557083090158   ,0.15462344729132244 ,-0.03235962702126976   ,0.492003367003367   ,-0.012861874603364925   ,0.1544290505146623  ,-0.08328662619177181    ,0.4802188552188552  ,-0.012096223730490316   ,0.14850968340666648  ,-0.08145074080702892    ,0.484006734006734
alpha052 ,-0.02327339187621373    ,0.17291869638739307  ,-0.13459152979082092   ,0.46104995766299744 ,-0.023097899559386317   ,0.16704857374067636 ,-0.13827055833019647   ,0.4712108382726503  ,-0.0267133951088499     ,0.16173998296178166 ,-0.1651625938105987     ,0.4724809483488569  ,-0.014403628442008964   ,0.1600631666204681   ,-0.08998715161097592    ,0.5122777307366638
alpha053 ,-0.009926825182557223   ,0.12269632407581016  ,-0.08090564454419802   ,0.4696969696969697  ,-0.004598919085907766   ,0.11732386358149409 ,-0.03919849675520889   ,0.4978956228956229  ,-0.010445752988150559   ,0.11642150108071998 ,-0.08972357246028011    ,0.47053872053872053 ,-0.011377120081314003   ,0.11893552332770327  ,-0.09565788053050057    ,0.47474747474747475
alpha054 ,0.008676451143479156    ,0.12070341500582986  ,0.07188239987294553    ,0.5232263513513513  ,0.0006704219927389924   ,0.11484526037886451 ,0.005837611326121153   ,0.4987331081081081  ,-0.0005072351050341873  ,0.1143840527576423  ,-0.004434491459302639   ,0.5                 ,0.0007422243261977008   ,0.10360766864791088  ,0.0071637971965182986   ,0.5016891891891891
alpha055 ,-0.024323040105535217   ,0.17844514530718267  ,-0.13630541791240414   ,0.45819256756756754 ,-0.024700557484171534   ,0.1744167873473881  ,-0.14161800512341235   ,0.4387668918918919  ,-0.029655918756417408   ,0.17227625413080036 ,-0.1721416506647586     ,0.4548141891891892  ,-0.02272672487841216    ,0.15235371630480662  ,-0.14917079431750724    ,0.4700168918918919
alpha056 ,0.0008248219774246564   ,0.08412044768352905  ,0.009805249498049904   ,0.4976545842217484  ,-0.0023828560792920816  ,0.08305137519538947 ,-0.028691350067185453  ,0.48443496801705754 ,-0.004225193918656455   ,0.08255319702511127 ,-0.051181469293929624   ,0.4886993603411514  ,0.006844388949206093    ,0.07716913350623661  ,0.08869334976597797     ,0.529637526652452
alpha057 ,-0.001223391211750857   ,0.1671993874956008   ,-0.007316959888881446  ,0.5006305170239597  ,0.009073720621232849    ,0.16762763227596605 ,0.05413022004805714    ,0.5296343001261034  ,0.003230025469321503    ,0.16430091312345954 ,0.01965920583103751     ,0.5140815468684321  ,-0.000280148659863357   ,0.15518740271244372  ,-0.001805228098201126   ,0.5006305170239597
alpha058 ,-0.01257323479742189    ,0.12930017658410684  ,-0.09724066222943853   ,0.4809966216216216  ,-0.010602081339024353   ,0.12314804390835965 ,-0.08609216194220566   ,0.5                 ,-0.017497964912306256   ,0.12158005702008436 ,-0.14392134155205807    ,0.46326013513513514 ,-0.013973671930462145   ,0.12647942364840795  ,-0.11048178057251953    ,0.46790540540540543
alpha059 ,-0.012415447252689648   ,0.21024176930866875  ,-0.05905319049356826   ,0.48859797297297297 ,-0.01589334425727742    ,0.2160074375724596  ,-0.07357776396910408   ,0.5016891891891891  ,-0.021689893073770047   ,0.21680843073674955 ,-0.10004174191964925    ,0.4670608108108108  ,-0.03367086427754225    ,0.2152454492233438   ,-0.15643008667098257    ,0.46621621621621623
alpha060 ,-0.007661902662094817   ,0.13458103143452582  ,-0.0569315198466313    ,0.4864864864864865  ,-0.00838321558983406    ,0.13242018803446165 ,-0.06330768528777782   ,0.48944256756756754 ,-0.01847922385114159    ,0.13287518072363036 ,-0.13907205055530183    ,0.45396959459459457 ,-0.018528958957525595   ,0.12487047290171413  ,-0.14838543113478705    ,0.4670608108108108
alpha061 ,-0.000496792084174695   ,0.10628872243452403  ,-0.0046739867861402586 ,0.5023861171366595  ,-0.005125585219293534   ,0.10345147105867149 ,-0.04954579347051149   ,0.4963123644251627  ,-0.004046224364250398   ,0.10527186990826935 ,-0.03843595034244336    ,0.4997830802603037  ,-0.0011059986096025249  ,0.0994277062640963   ,-0.011123646025432901   ,0.5067245119305857
alpha062 ,0.022241940687030486    ,0.091155603110691    ,0.2439997095957109     ,0.6163920574566962  ,0.02576556911435305     ,0.0932647184884899  ,0.27626276615559464    ,0.6210392902408112  ,0.028708838483368568    ,0.0956210665805398  ,0.3002354973648789      ,0.6337135614702155  ,0.030727605898595613    ,0.09086567309518238  ,0.33816517120176115     ,0.6518800168990283
alpha063 ,-0.014190538323255336   ,0.16089355707815303  ,-0.08819830067130886   ,0.4727577535624476  ,-0.00601953153187262    ,0.15864289922579997 ,-0.03794390774026946   ,0.509639564124057   ,-0.00947878370159223    ,0.1574338095069786  ,-0.060208056524047086   ,0.48700754400670576 ,-0.008610827606408375   ,0.14740117678971723  ,-0.058417631351021      ,0.48700754400670576
alpha064 ,0.010160515901873385    ,0.07732120793479523  ,0.1314065852468539     ,0.5595698924731183  ,0.006321649385197765    ,0.07720904084279265 ,0.08187706149684518    ,0.5479569892473118  ,0.006187888171977524    ,0.077273196766238   ,0.0800780662756419      ,0.5376344086021505  ,0.006297543055324749    ,0.07350364217102448  ,0.08567661233265082     ,0.5440860215053763
alpha065 ,0.022547646742742695    ,0.16100449173773854  ,0.14004358822156796    ,0.5432409739714525  ,0.011445281318390586    ,0.15718024229411756 ,0.07281628499448448    ,0.5155331654072208  ,0.010067838805719667    ,0.15774644496489704 ,0.06382292043386487     ,0.5134340890008396  ,0.011085740107514133    ,0.14166988844889794  ,0.0782505035395217      ,0.5298068849706129
alpha066 ,-0.022547728587398553   ,0.16100433926540042  ,-0.14004422918211387   ,0.45675902602854745 ,-0.011445403278659365   ,0.1571800265263316  ,-0.07281716087980156   ,0.48446683459277917 ,-0.010067883484078395   ,0.1577463013455877  ,-0.06382326177031473    ,0.48656591099916036 ,-0.011085647775205213   ,0.14166973612539957  ,-0.07824993593121897    ,0.47019311502938704
alpha067 ,-0.022046506561582947   ,0.1779802905741002   ,-0.12387049425792526   ,0.4597652975691534  ,-0.02031966163329389    ,0.17236623643012508 ,-0.11788655396865501   ,0.47485331098072087 ,-0.025267418911613472   ,0.16712110733152075 ,-0.15119226598642682    ,0.480720871751886   ,-0.015342318058622833   ,0.15803170200280328  ,-0.09708379941608603    ,0.4932942162615256
alpha068 ,-0.014776379668487521   ,0.17924343745471522  ,-0.08243749326789543   ,0.4660519698239732  ,-0.007726771049372608   ,0.1761858388697207  ,-0.04385580077798484   ,0.4958088851634535  ,-0.0075147359568397305  ,0.17426485911682923 ,-0.04312249753004857    ,0.49874266554903607 ,-0.005202639208706455   ,0.1692809079064576   ,-0.030733762436939226   ,0.5041911148365466
alpha069 ,-0.021997126996174173   ,0.15132179307550103  ,-0.1453665499800075    ,0.4560810810810811  ,-0.02356805786679682    ,0.1494414889476317  ,-0.15770759534559844   ,0.4510135135135135  ,-0.028040892021499276   ,0.1473090502738384  ,-0.19035417015704734    ,0.4387668918918919  ,-0.023147406775998657   ,0.1450349340040529   ,-0.1595988368936812     ,0.46790540540540543
alpha070 ,-0.04342221798436337    ,0.14049916490853395  ,-0.3090567692173229    ,0.40134340890008396 ,-0.051400389262948765   ,0.1399775876469524  ,-0.3672044227007927    ,0.3723761544920235  ,-0.06471440077032936    ,0.1450029598408012  ,-0.4462971020824632     ,0.35642317380352645 ,-0.08724213860372598    ,0.1414525275897421   ,-0.6167591353104434     ,0.2716204869857263
alpha071 ,-0.026268761519076728   ,0.17900499001287645  ,-0.1467487667086103    ,0.4517766497461929  ,-0.022352666610124274   ,0.17630716248656686 ,-0.12678252145216937   ,0.46150592216582065 ,-0.029206527576230067   ,0.1736240277138512  ,-0.16821708355000947    ,0.45219966159052455 ,-0.022764461735159558   ,0.16036204645696614  ,-0.14195666766617687    ,0.4856175972927242
alpha072 ,-6.056194695137992e-05  ,0.18036060224083664  ,-0.0003357825722410883 ,0.4882451721242653  ,-0.0044452641238254854  ,0.17722519468820552 ,-0.025082574357704012  ,0.4638958858102435  ,0.003531264318353678    ,0.1737102921259301  ,0.0203284691720725      ,0.46977329974811083 ,4.36894615543246e-05    ,0.16467049998746888  ,0.00026531444039854917  ,0.48446683459277917
alpha073 ,0.004744411271598212    ,0.07724991045059146  ,0.06141639833527972    ,0.5271646859083192  ,0.004863571171568858    ,0.07965864449366218 ,0.061055158576741965   ,0.5114601018675722  ,0.008795463477187189    ,0.07583755388111774 ,0.11597767896067532     ,0.5398981324278438  ,0.005593966110878477    ,0.07415735253498396  ,0.07543373542413757     ,0.5258913412563667
alpha074 ,-0.007121202893575813   ,0.08115093926418741  ,-0.08775256279403854   ,0.4774083546462063  ,-0.004964183087161377   ,0.08029340089995168 ,-0.06182554271610587   ,0.4846547314578005  ,-0.007097319278830735   ,0.08156486462160838 ,-0.08701441866858067    ,0.473998294970162   ,-0.006968921464081082   ,0.07863772324901071  ,-0.08862059042596651    ,0.4616368286445013
alpha075 ,0.01618742009967754     ,0.14618165786602327  ,0.11073496043199516    ,0.5491873396065012  ,0.019982082856698977    ,0.14093120904458908 ,0.14178607415747682    ,0.567579127459367   ,0.02591606462222756     ,0.1330742376054416  ,0.19474892427388826     ,0.5782720273738238  ,0.02520938703759123     ,0.11714140687529113  ,0.2152047487736695      ,0.6099230111206159
