Alpha    ,IC_Mean_5D              ,IC_Std_5D            ,IC_IR_5D               ,IC_Winrate_5D       ,IC_Mean_10D             ,IC_Std_10D          ,IC_IR_10D              ,IC_Winrate_10D      ,IC_Mean_20D             ,IC_Std_20D          ,IC_IR_20D               ,IC_Winrate_20D      ,IC_Mean_60D             ,IC_Std_60D           ,IC_IR_60D               ,IC_Winrate_60D
alpha153 ,0.015109757016842995    ,0.2074618269798849   ,0.07283150465221733    ,0.5131133671742809  ,0.01897513056429968     ,0.21455510447361087 ,0.0884394273016866     ,0.5042301184433164  ,0.025252910026171117    ,0.21655561962543665 ,0.1166116587962463      ,0.5368020304568528  ,0.03944385571129272     ,0.21491510496729474  ,0.18353226366892728     ,0.5473773265651438
alpha154 ,0.008398020337904832    ,0.10470384657651241  ,0.0802073716725199     ,0.5351155414589941  ,0.008717345782817394    ,0.10719996058661238 ,0.08131855399120413    ,0.5274127775260534  ,0.014466429167920831    ,0.10659336557632829 ,0.13571603720085054     ,0.5351155414589941  ,0.016611058631915896    ,0.10161622088912142  ,0.16346857309367033     ,0.5663797009515179
alpha155 ,-0.0017630895617338962  ,0.11839853087173006  ,-0.01489114390822959   ,0.4878457669740151  ,0.004254212698458705    ,0.11831990373463253 ,0.03595517376349493    ,0.5176026823134954  ,0.0025300894651935787   ,0.11985208781492261 ,0.021110099217466954    ,0.4979044425817267  ,-0.0029149116961716508  ,0.11064032249267182  ,-0.026345835139487395   ,0.4773679798826488
alpha156 ,-0.0062537948324947286  ,0.10765982901243211  ,-0.05808847078674597   ,0.47888513513513514 ,-0.008484840351582108   ,0.10825993992917121 ,-0.07837470034745347   ,0.45692567567567566 ,-0.008149778059505886   ,0.10967162678134235 ,-0.07431072464854101    ,0.46875             ,-0.003319093496174523   ,0.09919049119091299  ,-0.033461811271669466   ,0.4873310810810811
alpha157 ,0.001598133495865192    ,0.11853943253882569  ,0.013481872332582231   ,0.5027484143763213  ,-0.00010137907341011964 ,0.11624609431061729 ,-0.0008721073513164925 ,0.5040169133192389  ,-0.0007981857370516657  ,0.11393340154166674 ,-0.007005721994175343   ,0.509090909090909   ,0.001330170974556607    ,0.1066707127634802   ,0.012469879877019108    ,0.5196617336152219
alpha158 ,0.031260278443690684    ,0.18356286720663678  ,0.17029739685042605    ,0.5739421868454126  ,0.029134889588140797    ,0.18030061856290805 ,0.16159062470423774    ,0.5571847507331378  ,0.03128074790609707     ,0.18190472427902746 ,0.17196226227810815     ,0.5555090071219103  ,0.03352210944899477     ,0.16824656901290888  ,0.1992439408759816      ,0.5839966485127775
alpha159 ,0.034008573501045906    ,0.22039912008008902  ,0.1543044885509879     ,0.5549915397631133  ,0.037297902574389946    ,0.21712820421814522 ,0.17177824828743732    ,0.55668358714044    ,0.04327325383193931     ,0.2254374157508175  ,0.19195240367628455     ,0.561336717428088   ,0.0492677570568048      ,0.20788315142675148  ,0.2369973550942848      ,0.6082910321489001
alpha160 ,-0.01870697520204299    ,0.22599323703338872  ,-0.08277670362002551   ,0.48184121621621623 ,-0.02138932268084722    ,0.23088915462546192 ,-0.0926389232770332    ,0.48521959459459457 ,-0.027318622988056568   ,0.23490047039712098 ,-0.11629871554480886    ,0.4670608108108108  ,-0.03855788897465529    ,0.22561793113515366  ,-0.17089904503892317    ,0.44425675675675674
alpha161 ,0.02276476285901734     ,0.22636274301999681  ,0.10056762237152388    ,0.523989898989899   ,0.026722170621501687    ,0.2307694941286871  ,0.11579594054403154    ,0.5214646464646465  ,0.03367298346591307     ,0.2352144023191357  ,0.14315868048005845     ,0.5391414141414141  ,0.0442264483263125      ,0.22936618720502638  ,0.19282026206756997     ,0.5580808080808081
alpha162 ,-0.0001200907670442339  ,0.13920989946951945  ,-0.0008626596779529192 ,0.5046296296296297  ,0.008645237202509606    ,0.13639629827913502 ,0.06338322455655745    ,0.5332491582491582  ,0.007394402817130988    ,0.1380608352429336  ,0.05355901841474233     ,0.5206228956228957  ,-0.001384212723391967   ,0.1295529350061846   ,-0.010684533880501338   ,0.4903198653198653
alpha163 ,0.010862455273391481    ,0.13271791388863782  ,0.08184618756519976    ,0.5264047317279257  ,0.0042363272455223835   ,0.12560349060580933 ,0.03372778276375742    ,0.5149978876214618  ,0.0004392969546542301   ,0.12221221582352838 ,0.003594542097891137    ,0.5116180819602872  ,0.003282552793250488    ,0.11144146215908962  ,0.029455399540293536    ,0.5116180819602872
alpha164 ,0.021853414294351062    ,0.21335137283321812  ,0.10242921807414102    ,0.5256734006734006  ,0.026976405197335414    ,0.21988617877991706 ,0.12268349628439339    ,0.5248316498316499  ,0.03440028955210687     ,0.22434313250781432 ,0.15333783195217102     ,0.5446127946127947  ,0.04823641164239224     ,0.21708419459223166  ,0.22220139855413673     ,0.571969696969697
alpha165 ,0.007599704473163979    ,0.09720642761700585  ,0.07818109007263264    ,0.5341880341880342  ,0.011025180208594085    ,0.09289076189083918 ,0.11868973818462544    ,0.5367521367521367  ,0.014405825405223116    ,0.08831519249294273 ,0.16311831519106168     ,0.5581196581196581  ,0.011345827382403684    ,0.08376549755120684  ,0.13544750182457696     ,0.5611111111111111
alpha166 ,-0.006501646494249549   ,0.13996165970583038  ,-0.046453053699953444  ,0.484375            ,-0.006393004105304948   ,0.13895540832540526 ,-0.046007594683424156  ,0.47719594594594594 ,-0.0035641525914210884  ,0.14385979927383144 ,-0.024775181179259573   ,0.49451013513513514 ,0.001315108990266286    ,0.13490632936486768  ,0.009748312006247253    ,0.5088682432432432
alpha167 ,-0.017795197199251385   ,0.22849908793334495  ,-0.0778786355788098    ,0.4751683501683502  ,-0.024412857433991294   ,0.23136978837560812 ,-0.10551445634016489   ,0.4713804713804714  ,-0.02945934941869049    ,0.23355482864205032 ,-0.1261346193952613     ,0.46675084175084175 ,-0.04289144046384323    ,0.22226528027585848  ,-0.19297409118783504    ,0.4385521885521885
alpha168 ,0.00807441410651689     ,0.11267297521875656  ,0.0716623847984867     ,0.5346283783783784  ,0.00033483044354345337  ,0.11071307532292055 ,0.0030243080373916283  ,0.5021114864864865  ,0.0014990384178107925   ,0.10888765641441472 ,0.013766835169136283    ,0.5088682432432432  ,0.007497121146600963    ,0.10274913222514881  ,0.07296529892021776     ,0.5190033783783784
alpha169 ,-0.013788570032223271   ,0.15347116620262102  ,-0.08984469443607959   ,0.4669771380186283  ,-0.01614660515642274    ,0.15269039855752642 ,-0.10574735090719849   ,0.45300592718035565 ,-0.01979286303658559    ,0.15484159709744924 ,-0.12782652341236828    ,0.4415749364944962  ,-0.013593696317390424   ,0.14751954645510482  ,-0.09214844164076552    ,0.47163420829805247
alpha170 ,0.009142740587448003    ,0.1381257258561598   ,0.0661914392179846     ,0.511402027027027   ,0.004767278467544568    ,0.13516467968423004 ,0.035270149558907116   ,0.5130912162162162  ,0.005635803555223302    ,0.13466920811408223 ,0.04184923661576036     ,0.5135135135135135  ,0.009741877399561333    ,0.12418565728493809  ,0.07844607511485048     ,0.5253378378378378
alpha171 ,0.016816686710448725    ,0.13206868962666926  ,0.12733288077579935    ,0.547130289065773   ,0.007556682709798592    ,0.12301947636146125 ,0.06142671821813981    ,0.5270213657310432  ,0.004652437174261091    ,0.12009941851155329 ,0.038738215654337556    ,0.5152911604524508  ,0.0033422213913020774   ,0.10976752301424417  ,0.03044818084187222     ,0.5119396732299958
alpha172 ,-0.0024815947504055694  ,0.09913927503216417  ,-0.02503139900509112   ,0.4818871103622578  ,-0.0025510793860167753  ,0.09816537273165    ,-0.025987568885319057  ,0.485256950294861   ,-0.0048551045648064315  ,0.09704530928398399 ,-0.05002925541304551    ,0.4713563605728728  ,-0.008630671502715952   ,0.09163127257087697  ,-0.09418914809941235    ,0.45029486099410276
alpha173 ,-0.0006435967185348897  ,0.037614331081657626 ,-0.017110412441941183  ,0.4877326565143824  ,-0.0006907114431567026  ,0.03811663277417518 ,-0.018120998443091074  ,0.48984771573604063 ,-0.0007364010675768604  ,0.03873356195650812 ,-0.019011963537041245   ,0.4847715736040609  ,-4.329432949925884e-05  ,0.03871169184441366  ,-0.0011183786457399814  ,0.5084602368866328
alpha174 ,0.009415640478795713    ,0.1151588033212279   ,0.08176222926293705    ,0.5331504343850023  ,0.002656868258892936    ,0.10963303325537593 ,0.024234194567107396   ,0.5029721079103795  ,-0.0005755207553230922  ,0.1111238406510476  ,-0.0051790934506156     ,0.5016003657978967  ,0.004561677479224188    ,0.10175545190889272  ,0.04482980905345996     ,0.5212620027434842
alpha175 ,0.015920295613630224    ,0.1503629385639582   ,0.10587911998579615    ,0.5657216494845361  ,0.02267674787408757     ,0.15260537206659144 ,0.1485973106123175     ,0.561426116838488   ,0.03085021996663456     ,0.15184867787208045 ,0.2031642316479254      ,0.5979381443298969  ,0.04585892624091649     ,0.1463584753540416   ,0.31333290491024596     ,0.6297250859106529
alpha176 ,-0.01661911438025045    ,0.0889589964909941   ,-0.18681769169836476   ,0.4355724545838614  ,-0.02006509331859734    ,0.09019307305642708 ,-0.22246822997198581   ,0.41106886354034644 ,-0.025204063586346602   ,0.09240784162775284 ,-0.27274810386629644    ,0.394169835234474   ,-0.0284764761648644     ,0.08893371905598069  ,-0.3201988679562523     ,0.34305027460920995
alpha177 ,0.019963474422083786    ,0.22212908695260072  ,0.08987330158316328    ,0.5215371621621622  ,0.022202436721255638    ,0.22661158661692252 ,0.0979757348364889     ,0.5219594594594594  ,0.027476504302053367    ,0.23141485688872945 ,0.1187326720136418      ,0.5291385135135135  ,0.04026256368449423     ,0.22286317147701248  ,0.18066046272991843     ,0.5578547297297297
alpha178 ,0.00535526337818257     ,0.10296379730055694  ,0.05201112933461714    ,0.5227858985382631  ,0.0011064625656923397   ,0.09758579658951995 ,0.011338356649856628   ,0.5090283748925194  ,0.001236641454217232    ,0.0950248873023503  ,0.013013869201259716    ,0.5085984522785899  ,0.0018845717435960433   ,0.08909697304444987  ,0.0211519166050214      ,0.5077386070507308
alpha179 ,-0.004561937652676841   ,0.07749966677005866  ,-0.05886396474725626   ,0.47408993576017133 ,-0.0032813057043055913  ,0.0766439614790289  ,-0.042812318687407785  ,0.4929336188436831  ,-0.001710887989456744   ,0.07836567330687746 ,-0.021832109867249677   ,0.5006423982869379  ,-0.0035655799079380053  ,0.07417175857203394  ,-0.04807193433974192    ,0.4877944325481799
alpha180 ,0.008881499157874919    ,0.11956680905452444  ,0.07428064048965971    ,0.5316722972972973  ,0.002780299691895899    ,0.1164969579819766  ,0.023865856585938004   ,0.5033783783783784  ,0.0038722169648889005   ,0.11620746987365749 ,0.033321583966149794    ,0.5143581081081081  ,0.009702896444451568    ,0.10603572327079765  ,0.09150592031774028     ,0.5291385135135135
alpha181 ,-0.0011156954274464002  ,0.1257641066963105   ,-0.008871334252312     ,0.4890202702702703  ,0.00023921718217852366  ,0.12697498193943985 ,0.0018839709880220123  ,0.49451013513513514 ,0.006676344465403652    ,0.12775090593612073 ,0.05226064282269766     ,0.5071790540540541  ,0.003920223422663652    ,0.12634006288622548  ,0.03102913939653471     ,0.5004222972972973
alpha182 ,-0.005454938366473063   ,0.13550099261302687  ,-0.04025755281403476   ,0.4953547297297297  ,-0.005746516383069761   ,0.13692825779528967 ,-0.041967351922792384  ,0.4953547297297297  ,-0.008606625763567126   ,0.13786378640785643 ,-0.06242847369725703    ,0.48986486486486486 ,-0.013333006699626476   ,0.1356194984249404   ,-0.09831187148215068    ,0.48690878378378377
alpha183 ,0.01285174727158576     ,0.09358482060507486  ,0.13732726299513623    ,0.5592216582064298  ,0.013993588034701746    ,0.09436574642567805 ,0.14829096960222765    ,0.5524534686971235  ,0.016676326746191503    ,0.09380334828805033 ,0.1777796533976806      ,0.5609137055837563  ,0.01269786755640105     ,0.08631652367833142  ,0.14710818989561178     ,0.5456852791878173
alpha184 ,0.009415640478795713    ,0.1151588033212279   ,0.08176222926293705    ,0.5331504343850023  ,0.002656868258892936    ,0.10963303325537593 ,0.024234194567107396   ,0.5029721079103795  ,-0.0005755207553230922  ,0.1111238406510476  ,-0.0051790934506156     ,0.5016003657978967  ,0.004561677479224188    ,0.10175545190889272  ,0.04482980905345996     ,0.5212620027434842
alpha185 ,0.01730135233773892     ,0.12418985031146726  ,0.13931373855711437    ,0.5633445945945946  ,0.008531992327107489    ,0.11689067038825383 ,0.0729912173381192     ,0.5392736486486487  ,0.0047910802372003155   ,0.11362877394181652 ,0.042164322213434975    ,0.5240709459459459  ,0.00556017393714639     ,0.10290161147581971  ,0.054033885936304746    ,0.5223817567567568
alpha186 ,-0.004789783789174295   ,0.10174216948393307  ,-0.04707766517531051   ,0.4750844594594595  ,-0.005341507071033108   ,0.09941975667567242 ,-0.05372681697922674   ,0.46494932432432434 ,-0.008753602730028268   ,0.09943251518364409 ,-0.08803561605437665    ,0.46072635135135137 ,-0.010309256132284917   ,0.09357687476005319  ,-0.11016884415855498    ,0.44721283783783783
alpha187 ,-0.02218346158281594    ,0.2232330291575637   ,-0.09937356343069767   ,0.47930743243243246 ,-0.02679021306521548    ,0.2276382911619429  ,-0.11768763914220741   ,0.47846283783783783 ,-0.03388207870174319    ,0.2324613455760286  ,-0.1457536031110245     ,0.46114864864864863 ,-0.04253146848909577    ,0.22774534616656034  ,-0.18675011017784138    ,0.44467905405405406
alpha188 ,0.005395128767142296    ,0.18904054802949768  ,0.028539531986018395   ,0.5004222972972973  ,0.01058050943060718     ,0.18292800281942706 ,0.05783974715479441    ,0.49746621621621623 ,0.013879131753852263    ,0.1746778873769075  ,0.07945557369780218     ,0.5016891891891891  ,-0.0024983468737234536  ,0.15388873785753004  ,-0.016234760961106973   ,0.44003378378378377
alpha189 ,0.002350774551754981    ,0.09989575932450818  ,0.023532275720719684   ,0.5071790540540541  ,0.0015178686463962797   ,0.09746565763264105 ,0.015573368951321257   ,0.5101351351351351  ,0.001457054559289598    ,0.09959325531438208 ,0.014630052554163149    ,0.5054898648648649  ,0.0008430552540397712   ,0.08985917417420336  ,0.009381960849154946    ,0.5092905405405406
alpha190 ,0.004075563127332776    ,0.09445196469955827  ,0.043149585509382596   ,0.5126796280642435  ,0.009734636839685505    ,0.09060750538214025 ,0.1074374225250915     ,0.5355029585798816  ,0.009835105343324192    ,0.09017026771469366 ,0.10907259779291435     ,0.5414201183431953  ,0.009351134732609755    ,0.08601562607652853  ,0.10871437155255957     ,0.5397295012679628
alpha191 ,0.0073260802843287415   ,0.1076900918889897   ,0.0680292880786163     ,0.5140664961636828  ,0.002792978547120966    ,0.10555299508996978 ,0.02646043861417979    ,0.5157715260017051  ,5.260913285268324e-05   ,0.10856812317493544 ,0.00048457255513125456  ,0.5012787723785166  ,0.00520162415657648     ,0.09834501301239837  ,0.05289159050617758     ,0.5370843989769821
